Effect_ID,Paper_ID,Disease_Prevalence,Unit_Prevalence,DiseasePrev_SE,SourcePrev,Year,Month,SourceYear,Location,SourceLocation,Region_HoeghGuldberg,Region_Kleypas,Lat,Lon,SourceLatLon,SST_C,SourceTemp,Notes
EI0097,CD026,0.09,%,0.05,Figure 3b,2008,Aug,Figure 3b,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,"UWS Prevalence extracted using MetaDigitise in Rstudio, sample size 48"
EI0098,CD026,0.14,%,0.11,Figure 3b,2009,Jan,Figure 3b,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,"BrB Prevalence extracted using MetaDigitise in Rstudio, sample size 48"
EI0099,CD026,0.86,%,0.37,Figure 3b,2009,Jan,Figure 3b,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,"UWS Prevalence extracted using MetaDigitise in Rstudio, sample size 48"
EI0100,CD026,0.82,%,0.14,Results p1039,2009,Aug,Results p1039,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,GA
EI0101,CD026,1.53,%,0.28,Results p1038,2009,Aug,Results p1038,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,BrB
EI0102,CD026,0.32,%,0.14,Figure 3b,2009,Aug,Figure 3b,Heron Island,Figure 1,Western Pacific,Australia,-23.449452,151.977678,GoogleMaps for Heron Reef,,,"UWS Prevalence extracted using MetaDigitise in Rstudio, sample size 48"
EI0103,CD027,1.4545455,%,0,Figure 3,2008,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0104,CD027,0.7272727,%,0,Figure 3,2008,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0105,CD027,4.3636364,%,1.45454545,Figure 3,2008,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0106,CD027,1.4545455,%,0.72727273,Figure 3,2008,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0107,CD027,63.8,%,3.03,Results Disease dynamics and rainfall p819,2009,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0108,CD027,60.6,%,3.8,Results Disease dynamics and rainfall p819,2009,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0109,CD027,0.7272727,%,0.36363636,Figure 3,2009,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0110,CD027,1.4545455,%,0.72727273,Figure 3,2009,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0109,CD027,7.2727273,%,2.18181818,Figure 3,2010,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0110,CD027,15.6363636,%,3.27272727,Figure 3,2010,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0109,CD027,0,%,0,Figure 3,2010,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0110,CD027,0,%,0,Figure 3,2010,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0109,CD027,1.4545455,%,4.72727273,Figure 3,2011,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0110,CD027,23.6363636,%,0.36363636,Figure 3,2011,Feb-Mar,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0109,CD027,0,%,0,Figure 3,2011,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Nelly Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.16357,146.85079,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0110,CD027,0,%,0,Figure 3,2011,Jun,"Methods Study sites and biannual disease surveys p816, Figure 3","Geoffrey Bay, Magnetic Island",Methods Study sites and biannual disease surveys p816,Western Pacific,Australia,-19.15398,146.86556,"Methods Study sites and biannual disease surveys p816, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, sample size 5"
EI0111,CD028,0.452381,%,0.06873217,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Coral Gardens Reef Crest Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0112,CD028,0,%,0,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Coral Gardens Reef Flat Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0113,CD028,0,%,0,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Coral Gardens Reef Slope Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0114,CD028,0,%,0,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Hoga Buoy 2 Reef Crest Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0115,CD028,1.3095238,%,0.98974332,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Hoga Buoy 2 Reef Flat Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0116,CD028,0,%,0,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Hoga Buoy 2 Reef Slope Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0117,CD028,0.2380952,%,0.13746435,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Kaledupa 1 Reef Crest Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0118,CD028,2.7380952,%,1.05847549,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Kaledupa 1 Reef Flat Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0119,CD028,0.3095238,%,0.26118226,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Kaledupa 1 Reef Slope Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0120,CD028,0.5952381,%,0.316168,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Pak Kasims Reef Crest Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0121,CD028,0.452381,%,0.08247861,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Pak Kasims Reef Flat Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0122,CD028,0.1666667,%,0.15121078,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Pak Kasims Reef Slope Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0123,CD028,0.6190476,%,0.2749287,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Sampela Reef Crest Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0124,CD028,1.547619,%,1.07222193,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Sampela Reef Flat Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0125,CD028,0,%,0,Figure 8,2005,Jun-Sep,Materials and Methods Study site p404,Sampela Reef Slope Wakatobi Marine National Park,"Materials and Methods Study site p404, Figure 8",Coral Triangle & SE Asia,Southeast Asia,-5.56322,123.93047,GoogleMaps Wakatobi National Park,,,"Prevalence extracted using MetaDigitise in Rstudio, n=3"
EI0126,CD029,1.8974359,%,0.46153846,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Coral Gardens Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0127,CD029,1,%,0.23076923,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Coral Gardens Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0128,CD029,1.0769231,%,0.79487179,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Hoga Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0129,CD029,0.3751051,%,0.15178669,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Hoga Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0130,CD029,1.3465399,%,0.36428806,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Kaledupa Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0131,CD029,0.3751051,%,0.12142935,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Kaledupa Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0132,CD029,0.9670732,%,0.28839471,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Pak Kasims Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0133,CD029,0.3902837,%,0.18214403,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Pak Kasims Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0134,CD029,0.3751051,%,0.15178669,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Sampela Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0135,CD029,0.7697505,%,0.24285871,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Sampela Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=9"
EI0136,CD029,0.7242145,%,0.45536007,Figure 3,2010,Oct-Nov,Materials and methods Study sites p949,Blue Bowl Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=6"
EI0137,CD029,5.0349565,%,3.09644851,Figure 3,2011,Oct-Nov,Materials and methods Study sites p949,Blue Bowl Wakatobi Marine National Park,Figure 3,Coral Triangle & SE Asia,Southeast Asia,-5.46861,123.744675,"Figure 1, GoogleMaps",,,"Prevalence extracted using MetaDigitise in Rstudio, n=6"
EI0138,CD030,14.5,%,4,Results 3.1.1 Disease prevalence,2011,Sep,Methods Data collection,Koh Tau,Figure 1,Coral Triangle & SE Asia,Southeast Asia,10.10309,99.83952,"Figure 1, GoogleMaps",,,High use site
EI0139,CD030,5.2,%,1.3,Results 3.1.1 Disease prevalence,2011,Sep,Methods Data collection,Koh Tau,Figure 1,Coral Triangle & SE Asia,Southeast Asia,10.10309,99.83952,"Figure 1, GoogleMaps",,,Low use site
EI0140,CD031,1,%,0.3,Results 3a Influence of protected areas on coral disease following an acute disturbance,2012,Feb,Material and methods Study locations and protected areas management,Palm Island,Figure 1,Western Pacific,Australia,-18.566667,146.48333,Material and methods Study locations and protected areas management,,,Inside reserves
EI0141,CD031,7.4,%,0.9,Results 3a Influence of protected areas on coral disease following an acute disturbance,2012,Feb,Material and methods Study locations and protected areas management,Palm Island,Figure 1,Western Pacific,Australia,-18.566667,146.48333,Material and methods Study locations and protected areas management,,,Outside reserves
EI0142,CD031,1.4,%,0.7,Results 3b Influence of protected areas on coral disease following a chronic disturbance,2013,May,Material and methods Study locations and protected areas management,Keppel Islands,Figure 1,Western Pacific,Australia,-23.16667,150.95,Material and methods Study locations and protected areas management,,,Inside reserves
EI0143,CD031,3.4,%,1,Results 3b Influence of protected areas on coral disease following a chronic disturbance,2013,May,Material and methods Study locations and protected areas management,Keppel Islands,Figure 1,Western Pacific,Australia,-23.16667,150.95,Material and methods Study locations and protected areas management,,,Outside reserves
EI0144,CD032,1,%,0.2,Results Influence of marine protected areas on coral disease prevalence p2560,2012,Oct-Nov,Methods Study location and protected areas management p2557,Whitsunday Islands,Figure 1,Western Pacific,Australia,-20.13333,148.9333,Methods Study location and protected areas management p2556,,,Reserves
EI0145,CD032,4.1,%,0.4,Results Influence of marine protected areas on coral disease prevalence p2560,2012,Oct-Nov,Methods Study location and protected areas management p2557,Whitsunday Islands,Figure 1,Western Pacific,Australia,-20.13333,148.9333,Methods Study location and protected areas management p2556,,,Non-reserve sites
EI0146,CD033,3.27,%,0.62,Table 1,2009,Jun-July,Methods Study sites and data collection p1046,Great Barrier Reef Marine Park,Figure 1,Western Pacific,Australia,-17.00779,152.16906,"Figure 1, GoogleMaps",,,With platform (high tourism)
EI0147,CD033,0.21,%,0.07,Table 1,2009,Jun-July,Methods Study sites and data collection p1046,Great Barrier Reef Marine Park,Figure 1,Western Pacific,Australia,-17.00779,152.16906,"Figure 1, GoogleMaps",,,Without platform (low tourism)
EI0148,CD035,0.09,%,0.04,Results Distribution and spatial variability of BBD p45,2004,Jan-Mar,Materials and Methods p43,Great Barrier Reef - Gladstone to Cooktown,Figure 1,Western Pacific,Australia,-18.42003,147.44867,"Figure 1, GoogleMaps Dip Reef",,,
EI0149,CD036,2.29,%,0.45,Table 3,2005,Jan,Materials and Methods Quantifying coral disease and coral community structure p137,Palau,Figure 1,Coral Triangle & SE Asia,Southeast Asia,7.337981,134.554501,"Figure 1, GoogleMaps Palau",,,MPA
